,0
617,"매주 주말 저녁엔 시댁 가서 시부모님께 재롱 떨고요:)
틈틈이 우리 두 사람 추억도 담으랴 바쁘지만 마음 풍성하게 그렇게 살아가고 있어요.
더 잘하자, 나중에는 더 마음이 조급하고 하루하루가 아쉬울테니."
618,"저희 부부 오래 지켜봐주신 이웃님들께서
저더러 살도 찌고 결혼 전보다 훨씬 더 좋아보인다는 말씀을 많이 해주시더라고요.
따뜻한 말씀 하나 하나 너무나 감사드려요♥
정말 33년을 키운 우리 엄마도 놀랄 정도로 결혼하자마자 살이 붙는 거 있죠 ㅋㅋㅋ
정말이지 저 분이 주는 편안함과 안정감은 뭐라 표현할 수가 없다며.
새로운 삶을 사는 것 같아요.
평생 남들 눈 의식하고 그대로의 나 자신을 표현하지 못했던 것 같은데
7년 연애와 결혼 1년을 통해 진짜 나를 발견했어요.
요즘 동백꽃 필 무렵 완전 인기있잖아요!
저도 애시청자인데, 남편이 딱 용식이 같은 느낌 ㅠㅠㅠㅠ
용식이, 황용식!!!♥ 우리 남편도 황씨인데 ㅋㅋㅋㅋㅋㅋ
아무튼 남편이 자꾸만 잘한다, 예쁘다, 최고다 해주니까 웅크리고 숨어 있던 자아를 찾아서 마음이 건강해졌어요."
619,"남편 덕분에 표정도 진짜 밝아지고 다양해진.
우리 새언니도 저더러 진짜 많이 변했다고, 보기 좋다고 흐흐흐.
뭐 대학원 다니면서 상담공부를 쬐끔 하긴 했지만
이 사람 만난 것이 내 인생의 가장 큰 복:)
고마와, 남편♥"
620,"저희 어딧게~~~~~~~요?
너무 잘 보이죠? ㅋㅋㅋㅋㅋ
이날 핑크로 입고 오길 잘했다고 생각한 것이 핑크뮬리와 보호색이지만 확실히 사진이 화사하게 나오더라고요.
우리 남편, 본인의 키를 생각하지 못하고 구도를 잡은 탓에 머리가 댕강 잘릴 듯한 사진이지만
웃음이 너무 좋아서 헤헤:)"
621,"아, 저희 이야기 주절주절하다가 미처 말씀드리지 못했는데
칠곡 가산수피아는 핑크뮬리 언덕에도 지나다닐 수 있는 통로가 있어서 사진찍기 좋아요!"
622,"그리고 언덕 아래는 구절초, 핑크뮬리 길이!!!!!
가산수피아 구절초가 없었다면 핑크뮬리가 이렇게 예쁘지 않았을 것 같다는 생각이 들어요.
구절초 덕분에 훨씬 풍성하고 아름다운:)"
623,"구절초, 핑크뮬리가 어우러진 이 길에서 단 둘이서만 사진을 담고 싶었지만
가산수피아에선 진짜 무리라며 ㅋㅋㅋㅋㅋ
입장시간부터 차들이 줄지어 들어오기 때문에 단단히 마음먹고 오세요."
624,"어찌어찌 구절초랑 핑크뮬리와 함께 사진찍었다고 신나서 빙구미소 >_<
10월 경북 꽃구경 요기서 다 하시라며.
사람 반, 꽃 반이긴 하지만 관리도 잘 되어 있고 볼거리가 정말 풍성하거든요."
625,"진짜 저희는 끝을 모르고 사진만 담았네요 ㅋㅋㅋㅋ
한 살이라도 어릴 때 추억 더 많이 남겨놔야지.
나중엔 가득한 추억 떠올리며 행복에 젖어 살겠지요? :)"
626,"언덕에서 핑크뮬리 가득 봐서 그만 보고 싶은데 가는 길마다 핑크뮬리 ㅋㅋㅋㅋㅋ
핑크뮬리는 서양억새이긴 하지만 대구근교 가을 꽃구경 할만한곳으로 찜콩!
평일에 오신다면 이런 천국이 또 없을 거예요!"
627,"자그마하지만 팜파스랑 억새도 있어요.
또 핑크뮬리도 ㅋㅋㅋㅋㅋㅋ
이렇게 다양한 식물과 핑크뮬리를 함께 담을 수 있으니
5천원 입장료가 전혀 아깝지 않았답니다.
이 옆으로는 넓은 잔디밭이 있었는데 한 가족이 돗자리 펴놓고 피크닉 즐기시기도 했어요."
628,"행복함 가득 묻어난 사진>_<♥
오랜만에 부산 근교로 나와 대구, 칠곡 나들이를 했더니 마냥 신났었지요:-)
가을에 태어난 여자답게 가을이면 늘 행복한 거 있죠 헷.
우리 예쁜 신랑이 곁에서 든든하게 지켜주니 더할 나위 없고."
629,"진짜 꽃보다 더 예쁜 미소일세.
우리 남편 웃음은 진짜 세상을 밝히는 것 같아요 ㅋㅋㅋㅋㅋㅋㅋ
이 미소에 반해서 연애했으니 말 다했죠?
7부 바지에 아저씨 양말을 이긴 미소라며 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
630,"꽃정원 한 바퀴 휙 돌고 카페로 가는 길,
모과나무가 많이 심어져 있어 아주 이색적이었어요."
631,"그리고 가산수피아 카페.
무려 핑크뮬리가 둘러싼 카페랍니다!!!!"
632,"난리났다, 난리나.
이렇게 예쁜 카페가 또 있나 싶을 정도로 핑크뮬리 천국."
633,"카페 앞에는 작은 연못도 조성해 두어서 더욱 느낌 있었어요.
또 카페로 들어가는 길이 철길이라는 점. 그 옆에는 메밀꽃까지.
세상에, 여기 조경을 누가 하신거죠? 진짜 센스가 엄청났어요."
634,"정말 핑크뮬리와는 사진 그만 찍고 싶었다고요 ㅋㅋㅋㅋㅋㅋㅋㅋ
카페까지 뮬리가 가득할 줄 누가 알았겠어요 ㅋㅋㅋ
귀요미 남편이 또 삼각대 설치하니 로봇처럼 또 웃어야지요 ㅋㅋㅋ"
635,"그라운드 수피아 카페는
노출 천장과 콘크리트 느낌을 살린 인테리어였고요,
꽤 큰 편이라 그 어마어마한 관람객을 충분히 수용하더라고요.
커피, 음료와 함께 빵도 판매하고 있으니 식사대용으로도 좋을 것 같았어요."
636,무엇보다 창으로도 가산수피아 핑크뮬리가 보이고요:)
637,"이런 단체 손님을 위한 공간도 있으니
아기 데리고 온 대가족에게 안성맞춤!!!
이런 공간이 4~5개 있었던 걸로 기억해요."
638,"카페에서 나와 바깥구경을 하는데 진짜 깜짝 놀라서
남편이랑 차례로 소리지른 ㅋㅋㅋㅋ
그 덕에 저 직원분들도 놀라시더라고요.
포커페이스가 필수인 분들인뎈ㅋㅋㅋㅋㅋㅋ
이 분들은 공룡뜰에서 아이들을 위해 공연해주시는 분들:)"
639,"여기가 공룡뜰인데요,
사실 이런 공룡은 어디서나 쉽게 볼 수 있는 모형이잖아요?
그런데 여기는 공룡이 머리가 꼬리가 움직여요!!!!!!!!!!!!!!!!
공룡 퀄리티도 좋아서 가까이 가면 어른인 저도 괜스레 무섭더라니까요 ㅋㅋ
 "
640,"크기도 엄청남.
실 사이즈대로 만든건가 싶을 정도로 어마어마한 규모를 자랑하고요,
저 목이 긴 공룡마저도 얼굴과 꼬리가 움직여요.
아주 유연하게 말이죠."
641," 익룡 움직이는 거 보고 남편이랑 깔깔 ㅋㅋㅋㅋ
어른도 이렇게 재미난게 아이들은 얼마나 좋을까 싶었어요.
아니나 다를까 남자아이들은 온통 여기 모여있었던 것 같기도 해요 ㅋㅋㅋ"
642,"아까 만났던 직원 분들은 열심히 일하시는 중,
아이들도 너무 좋아하고
여기 황애기도 참 좋아하네요 ㅋㅋㅋㅋㅋ
삼각대로 따라하는 저 센스! 이런 당신을 내가 많이 좋아해 키키키."
643,"깨알 공룡 따라하기>_<
그 와중에 공룡이 목 움직이면서 나뭇잎 먹는 듯 사진 찍혔다며 ㅋㅋㅋ
타이밍 한 번 잘 도와주네요 ㅋㅋㅋ"
644,"대구근교 핑크뮬리 볼 수 있는 칠곡 가산수피아.
아직 너무나 예쁘니 이번 주말, 경북 가을 꽃구경하러 떠나보셔요:)
10월 국내 가을여행지 추천 꾸욱 합니다!!
그럼 이웃님들~
편안한 금요일 밤 되시고 주말 행복하게 보내셔요♥♥♥"
645,
646,
647,"따뜻한 햇살에 가는 곳곳마다 
예쁘게 핀 꽃들이 화려한 봄에는 
어디든 여행을 떠나고 싶은 마음이 
간절해지는 시기인거 같아요~ 
사계절중에서도 계절의 여왕답게 
눈 돌리는 곳마다 화려한 꽃들과 
초록빛 싱그러운 잎사귀들로 
봄을 만끽할 수있는 요즘! 
가볍게 떠나기 딱! 좋은 
5월 국내 여행지 추천합니다~ "
648,"청정한 자연풍경이 아름다운 
경북 청도는 자연을 즐기면서 
볼거리, 즐길거리가 많아 
남녀노소 누구든 여유롭고 즐겁게 
주말이나 황금연휴를 보낼 수있는 곳이에요."
649,"화려한 벚꽃 소식으로 한동안 
꽃나들이 즐기셨던 분들~! 
벚꽃이 지고나면 복사꽃, 배꽃 
화사한 봄꽃들의 향연은 끝없이 
이어지고 있답니다~ 꽃나들이 
즐기기 좋은 5월 국내여행지로도 
경북 청도는 가볍게 떠나기 좋은 
엄지척~!! 추천  여행지에요~  "
650,"대구에서 30분이면 도착할 수있어 
가벼운 드라이브코스로도 사랑받는 경북 청도에는 
청도 8경에 손꼽히는 유등연지가 있어 
한 여름 연꽃들이 연지가득 피어날때면 
전국에서 진사님들이 몰려들만큼 멋진 장관을 
연출한답니다~ 유등연지를 배경으로 
여유롭게  인생샷 득템해보세요 ^^"
651,"청도 운문사는 다들 잘 아시듯이 
우리나라 최대의 비구니 사찰로 
유명한데요~ 천연기념물인 제 180호 
처진소나무가 유명하고 보물 제193호인 금당 앞 석등, 
보물 제208호인 동호, 보물 제316호인 원응국사비, 
보물 제317호인 석조여래좌상, 보물 제318호인 사천왕석주, 
보물 제678호인 삼층석탑 등의 보물이 있는 사찰이랍니다."
652,"청도 명물 볼거리중 하나인 청도 소싸움 경기입니다~ 
우천시에도 비를 맞지 않는 돔형태의 경기장에서 
박진감 넘치는 소싸움을 관람할 수있어요. 
싸움소들의 박진감 넘치는 소싸움 경기도 
즐기고 우권을 구매하면 좀더 스릴 넘치는 
경기도 즐겨볼 수있답니다. "
653,"물 좋기로 소문난 청도 용암온천입니다~ 
봄철에 피로감에 시달리고 계신분들
지하 1008m에서 솟아오르는 
43.7℃ 게르마늄 천연광천온천수로
만성피로도 날리고 피부미용, 
면역력 증강에 좋은 온천수로 힐링과 
휴식까지 더한 5월 국내 여행지 즐겨보세요~ "
654,"청도에는 규모는 작지만 옛성터가 
잘 보존되어 있는 청도읍성이 있어 
가볍게 산책하며 힐링하고 사진찍으며
시간을 보내기  좋은데요~ 
임진왜란 직전에 군사적 목적으로 
기존 토성을 석축으로 쌓은 성으로 
청도 읍성 주변으로 객사, 동헌, 향교,
석빙고, 척화비 등 옛 문화들이 잘 보존되어 
있어 학술자료로도 가치가 높다고 합니다~ 
아이들과 함께 과거로의 여행을 즐겨보는것도 강추! "
655,"나들이하기 딱 좋은 날씨인 봄에는 
아이들과 함께 국내 여행지로 좋은 경북 
청도군으로 봄나들이 추천드리고 싶은데요~ 
새로운 봄테마 축제인 세계명화 100선이 
더해져 화려한 빛축제와 환상의 콜라보레이션이 
펼쳐지고 있답니다~ 명화감상도 하고 인생샷도 
백만 스물 두장~!! 쭉쭉~!! 뽑아보세요 ^^"
656,"여친 인생프사 제대로 건지고 싶다면!! 
청도프로방스 셀프스튜디오 꼭 들러보세요! 
그냥 막찍어도 인생샷이 수두루룩~~~ 
개성 넘치는 포토존들이 배경이되면 
그냥 인생프사 마구 쏟아진답니다 ^^"
657,"러블리한 분위기가 가득해 
썸타던 커플도 러브포텐 폭발하는 
프로포즈가든입니다~ 
커플명소로 유명한 프로포즈가든에서 
둘만의 로맨틱한 데이트 꼭 즐겨보세요~ "
658,"봄을 만끽하기 좋은 요즘~! 눈돌리는 곳마다 
예쁜 꽃들과 신록이 푸르른 아름다운 자연을 배경으로 
아기자기 예쁘게 꾸며진 포토존들과 힐링되는 
명화 100선 & 청도 프로방스 빛축제의 
환상적인 콜라보를 감상하며 사랑하는 분들과
특별한 추억 만들어보는 시간 어떠신가요?! 
봄나들이 하기 너무 좋은 5월에 
국내 여행지 경북 청도군 추천드립니다~ "
659,퇴계 이황께서는 매화를 매형이라 부르며 매화와 의형제를 맺을 정도로 아꼈다고 하죠
660,"그 이야기의 내막엔 안동 퇴계 연가에도 나왔던 퇴계 선생님과 두향의 가슴 절절한 이야기가 있죠.
퇴계 선생님이 48세에 단양 군수로 부임하였는데, 이때 퇴계 선생님은 김해 허 씨를 사별하고
두 번째 부인과 재혼하였으나 아들과 함께 세상을 떠난 슬픔을 맛보게 될 때
두향을 만나게 되었습니다. 두향은 시와 서, 가야금에 능하고 매화를 참 좋아했다고 합니다."
661,"하지만 퇴계 선생님의 다른 곳으로 발령을 받으므로 두 사람의 사랑은 9개월 만에 끝나게 되었죠.
퇴계 선생님이 단양을 떠날 때 두향이가 준 매화 화분 하나가 있었습니다.
이때부터 매화를 가까이 두고 참으로 아꼈다고 합니다.
그리고 퇴계 선생님이 세상을 떠날 때마저 “매화에 물을 주어라” 하셨다고 해요!
이 매화는 이 안동의 도산서원 입구에 피어있답니다.
봄의 전령사인 매화, 퇴계 선생은 자신이 지은 매화시 91수를 모아 “매화시첩”이란 시집으로 묶어 두었습니다. 천 원짜리 앞 편에서조차도 매화를 만날 수 있죠."
662,도산서원은 퇴계 이황 선생의 학문과 덕행을 기리면서 추모하기 위해 1574년에 지어진 서원인데요 일대에 100여 그루의 도산매가 심어져있으니 매화 향기 그윽히 느끼실 수 있을 겁니다.
663,".매화나무 옆에 함께 나란히 피어진 산수유는 노란 꽃잎이 봄이 왔음을 알려줍니다.
군락지로 이루어져 있진 않지만 봄 향기를 느끼기엔 부족하진 않죠."
664,"저 멀리 보이는 시사단은 퇴계 이황 선생의 업적을 기리기 위해 제사를 지내고
도산별과 과거시험을 보던 곳이에요. 이를 기념하기 위해 단을 만들고 비를 세웠답니다.
또 소나무 길을 걸어서 서보면 도산서원의 전체적 모습을 한눈에 보실 수 있을 거예요!"
665,"안동여행을 왔다면 봄꽃과 안동을 잘 느끼고 싶은 3월 말이라면 꼭 추천하는 도산서원입니다.
퇴계 이황 선생님의 시선이 닿는 곳곳에 심어진 매화나무를 도산서원과 함께 둘러보는 걸 어떨까요? 3월 마지막 주에서 4월 초까지 만개할 예정이니 발걸음 하셔서 매화 향기를 양껏 느껴보시길 바래요."
666,
667,"입추와 말복이 지나버린 8월이지만 아직은 한낮의 기온이 높아 물놀이를 즐기기에 딱인 날씨인데요
조금 늦은 휴가를 계획해 보신 분들에게 시원한 하루를 경험해 보실 수 있는
경북 늦캉스 문경 용추계곡을 소개해 보겠습니다"
668,맑고 시원한 계곡에서 즐거운 물놀이를 경험해 보실 수 있답니다!!
669,"경상북도 문경시 가은읍 대야산 자락에 위치한 이곳은 선유동천 나들길이 이어지는 곳이라
저희처럼 계곡에서 물놀이를 즐겨보실 분들 이외에 등산을 즐기실 분들도 많이 방문하시는 곳이었는데요"
670,"대형과 소형 주차장이 넓게 마련되어 있어 주말에 방문해 보아도 여유롭게 방문해 볼 수 있었답니다
경북 늦캉스를 즐기기 위해 방문해 본 문경 용추계곡은...
이름에서도 알 수 있듯 용이 하늘로 올라가면서 바위를 파고 간 곳이라는 전설이 있었는데요
한국의 아름다운 하천 100선 안에 들 정도로 멋진 절경을 자랑하는 곳이기도 했답니다"
671,"주차장에서 약 15분 정도 산책길을 따라 걸어 올라가다 보면 드디어 맑고 시원한 계곡을 만나볼 수 있었는데요
대부분 깊이가 깊지 않고 물살도 적당해 아이들이 놀기에도 참 좋은 계곡이었답니다"
672,"하지만 목적지인 용추를 만나보기 위해서는 조금 더 (약 10분 정도) 올라가야만 했는데요
대부분 그는 길로 되어 있어 아이들도 걷기에 부담이 없었네요!"
673,목적지를 향해 오르다 보면 곳곳의 숨은 절경들도 함께 구경해 볼 수 있었는데요
674,"100년 전 물을 긷던 새댁이 이곳에서 빠져 죽은 뒤
굿을 하던 무당마저 빠져 죽게 되어 붙여진 이름이 무당소라고 했답니다
그만큼 맑고 깨끗하지만 갑자기 깊이가 깊어지는 곳도 있었는데요"
675,"경북 늦캉스를 즐기기엔 딱인 듯 많은 분들이 물놀이를 즐기시는 모습을 만나볼 수 있었네요!
물이 워낙 맑고 깨끗한 문경 용추계곡인 만큼 물의 온도도 엄~청 시원했는데요
잠시만 발을 담가 보아도 서늘함이 느껴질 정도였답니다^^"
676,무더운 날 시~원한 계곡 소리 들으며 잠시 더위를 식혀 보아요~
677,"무당소에서 약 5분 정도만 오르막길을 오르다 보면 드디어 만나볼 수 있는 용추!!
암수 두 마리 용이 하늘로 오른 곳이라 바위 2곳에도 흔적이 남아 있었는데요"
678,"신기하게도 두 마리가 함께 오르며 하트 모양을 만들어 주었기에 요즘 하트폭포라는 별명이 붙여진 곳이기도 했답니다
하트 모양이 제법 선명하죠?^^"
679,"게다가 물은 또 얼마나 맑은지!!
깊은 소 안의 바닥까지 다~ 보였지만 높이가 3m까지 되는 곳도 있다고 하니 절대 안전에 유의해 주세요!!"
680,"혹시나 모를 사고에 대비해 지역 안전요원들도 지켜봐 주시고 계셨으며
구명조끼나 튜브 등과 같은 구급 물품도 비치되어 있어답니다"
681,다행히도 용추 아래부터는 다시 깊이가 얕은 계곡으로 이루어져 있어 다들 경북 늦캉스를 즐기고 계셨는데요
682,"문경 용추계곡에서만 누려볼 수 있는 자연의 미끄럼틀도 꼭 한번 타보셔도 좋을 것 같았네요^^
이곳에서는 취사가 금지되어 있으니 올라가시면서 가벼운 간식 정도는 챙겨가 보셔도 좋을 것 같았는데요"
683,"혹시라도 미처 아무것도 준비하지 못하고 방문하셨다면
계곡 초입에 위치한 식당과 매점 등에서 튜브 대여나 판매도 하고 계셨고요
간단한 간식들도 구입해 볼 수 있었답니다^^"
684,편의 시설인 화장실은 곳곳에 위치해 있어 편하게 이용해 볼 수 있었답니다~!
685,"경북 늦캉스를 즐기기에 딱이었던 문경 용추계곡
아직도 무더운 8월이 가기 전 어서 방문하셔서 시원한 물놀이를 경험해 보시면 좋을 것 같네요~!"
686,
687,"한여름 더위가 절정에 달한 요즘, 아직 휴가를 어디로 떠나야 할지 고민인가요. 그렇다면 포항 월포해수욕장을 추천합니다! 월포해수욕장은 수심이 얕고 바닥이 균일한 편이라 아이들과 함께 물놀이하기에 알맞아요. 무료주차장, 캠핑장, 샤워장(성인 2,000원/소인 1,000원), 북 카페, 바다시청, 화장실 등 편의시설이 잘 갖춰져 있어요. 포항 월포해수욕장은 2019년 6월 29일에 개장했고, 8월 18일에 폐장해요. 경북의 모든 해수욕장은 이날 일제히 폐장을 하니, 착오 없으시길 바라요!"
688,"포항 월포해수욕장에는 무료 야영장이 있어서, 따로 숙박을 잡지 않아도 한 여름밤의 꿀 같은 해변을 즐길 수 있어요! 물론, 바닷가 바로 앞에 민박과 펜션이 즐비해 있어서 미리 예약을 해놓으면 편하게 이용이 가능하답니다."
689,"번영회에서 직영으로 운영하는 샤워장도 마련되어 있어서 해수욕 후에 편하게 씻을 수 있어요. 작년에 ‘월포역’이 개통하면서 뚜벅이로도 접근성이 좋아져서, 자차가 없어도 쉽게 찾아올 수 있어요. 월포해수욕장을 찾아오기 위해서는 시내버스나 기차를 이용할 수 있는데요.
포항역-월포역 1일 7회운행(소요시간 11분, 운행요금 어른기준 2,600원)
월포역에서 해수욕장까지는 도보로 100m거리랍니다.
포항시외버스터미널에서 피서철에 운영하는 월포행 버스를 이용(500번/1일 11회 운행)하는 방법도 있습니다."
690,"더위를 식히기 위해서 바닷가에 나온 피서객들이 한창 물놀이를 즐기고 있네요! 튜브 대여도 가능하기 때문에 버스나 기차를 이용하는 분들은 무거운 짐을 짊어지는 번거로움을 덜 수 있답니다. 배달음식도 가능하기 때문에, 편하게 여벌옷만 준비해서 오면 될 것 같아요!"
691,"평상도 대여가 가능합니다. 작년에는 폭염이 일찍 시작되고 40도에 임박하는 무자비한 더위 때문에 오히려 해수욕장 이용객이 감소했는데요. 다행히 올해 포항날씨는 딱 적당한 여름더위가 이어지고 있습니다. 물론 열대야가 기승을 부리고 있기는 하지만, 한낮 최고기온이 30~33도 사이여서, 작년의 40도 임박하는 더위는 아니기 때문에 딱 물놀이 즐기기에 좋은 날씨예요. 집에 있으면 덥지만, 물에 들어가면 딱 시원한 여름 날씨라서 올해는 저도 물놀이를 열심히 다니고 있답니다. 이미 여름휴가를 다녀오지만 아직 끝나지 않았어요! 경북의 해수욕장이 폐장할 때까지 물놀이를 즐길 예정이에요."
692,"구명조끼와 튜브는 안전을 위해서 필수로 착용하시길 바라요! 월포해수욕장이 수심이 얕은 편이긴 하지만, 물놀이 할 때는 수심에 상관없이 파도에 휩쓸리거나 다리에 쥐가 날 수 있기 때문에 항상 구명조끼를 착용하고 입수하는 습관을 가지도록 해요! 필자도 아무리 얕은 물이라도 구명조끼 없이는 절대 들어가지 않는답니다. 안전이 최우선이라는 점은 늘 잊지 말도록 해요!"
693,월포해수욕장이 좋은 점은 앞바다가 이렇게 자갈로 이루어져 있어요. 그래서 비교적 옷 속에 모래가 많이 들어가지 않아서 좋았어요.
694,"구조선이 상시로 주변을 맴돌기 때문에, 안전에 대한 걱정은 크게 하지 않아도 됩니다. 하지만 구명조끼만은 필수로 착용해주세요!"
695,"제트스키, 바나나보트, 땅콩보트 등 재미있는 수상 레저도 즐길 수 있답니다. 오랫동안 체계적으로 운영되었기 때문에 갖춰진 것도 많고, 접근성도 좋아져서 포항에서 가장 인기 있는 해수욕장이 아닐까 싶어요!"
696,"해수욕장에선 원터치 텐트가 효자 아이템이 아닐까 싶어요. 뜨거운 태양 아래에 텐트를 설치하는 것도 번거로운데, 원터치 텐트 하나면 먹고 놀고 쉬면서 온전히 해수욕을 즐길 수 있으니까요!"
697,월포해수욕장에는 슈퍼가 있어서 시원한 얼음과 음료도 구매가 가능하답니다. 미처 비치웨어를 준비하지 못한 분들은 슈퍼에서 구매도 가능해요. 역시 편의 시설로는 포항의 해수욕장 중에서 으뜸이 아닐까 싶어요.
698,"추억의 ‘봉봉(트램펄린)’은 어른들도 탈 수 있어요. 20분에 2,000원이니까 추억을 떠올리면서 한 번쯤 타 볼만 하지 않을까 싶네요!"
699,"월포해수욕장 바로 앞에는 이렇게 온통 펜션과 민박집이 많아서, 여러모로 편의성이 좋은 피서지에요. 특히, 어린아이가 있는 가족단위의 경우에는 야영을 하기에 어려움이 있잖아요. 막바지 휴가철, 깨끗하고 얕은 바다와 각종 편의시설이 잘 갖춰진 월포해수욕장에서 즐거운 시간 보내시길 바라요!"
700,
701,
702,
703,서진나 경북여행 리포터의 8월 취재기사입니다.
704,"이번에 소개드릴 경북여행지는 , 
레트로 감성이 가득한 
경북여행지 추천입니다 !
저는 옛 것 들을 보면
뭔가 마음이 따뜻해지고 ,
그리워 지는 (?)
이상한 기분이 들어서 
너무 좋더라구요 ! 그래서
일부러 옛것들이 있는 곳을 찾아가거나
레트로 감성의 곳들을 찾아가곤 해요 ..
ㅎㅎㅎㅎ제가 말 표현을 잘 못 했지만
아마 제 말이 무슨 뜻인지 아시는 분들이
있을거라 믿어 의심치 않습니다:)"
705,"첫번째 소개드릴 레트로 여행지는요 !
경주 황리단길에 있는 경주 양지다방입니다.
아마 황리단길에 가보신 분들은 
몇번 오다가다 보셨을텐데요 
찐 옛날다방을 그대로 재연 해 둔 
카페랍니닷 !
실내 인테리어 소품 메뉴
하나하나 레트로로 신경 쓴 
카페이니 경주에 간다면 꼭 한번 가보시길 
바랍니다 ㅎㅎ"
706,"경주 근현대사 박물관으로
옛날 70-80 거리 하나하나 그대로
다시 재연 해 놓은 레트로 여행지랍니다 !
추억의 골목길을 따라 걷는
특별한 시간여행으로 
부모님에게는 옛 추억을 회상시켜드리고
아이들에게는 특별한 경험과 교육을 
할 수 있는 곳이립니다:)
아 ! 옛날 컨셉으로 인생샷 스팟
엄청 많아요 ㅎㅎ
인생샷 보장합니다 ...!"
707,"에코랄라는 애 어른 할 것 없이
남녀노소 다양한 볼거리 ,즐길거리가 있는
여행지랍니다:)
그 중에서 오늘은 에코랄라 내에 있는
석탄 박물관을 소개해드릴려고 
하는데요,
예전의 탄광 사택촌을 그 ~대로
전시 해 놓은 박물관입니다 !
특히 각 전시 공간마다
연출 된 상황에 맞게
대화가 나오는데 정말 리얼하고
당시 상황들을 알 수 있는
교육적인 곳이기도 하더라구요 !
교복을 빌려 옛날 컨셉으로 사진 잊지마셔용 !
이 곳은 너무나도 유명한 ~!!! 
드라마/영화 세트장인데요 !
일단 겉모습부터 웅장하니 "
708,"포항 상도동에 위치한 복고다방 컨셉의
컴페니언 카페 !
특히나 지하에 위치해서 
옛날 다방 느낌 그대로 ~~
디테일한 소품들로 진짜  옛날로 
돌아온 느낌이라구요...
가서 커피도 마시며 옛 추억에
잠겨보는건 어떨까요 ?"
709,"예전 기차역인 가은역을 그대로 살려 만든
레트로 카페입니다 !
역 앞에서 인증샷은 필 !수 !
옛날 추억이 물씬 풍기는
소품과 기차역으로 
레트로 감성 최고 ...
기차역만큼 옛 추억이 
몽글몽글 떠오르는 곳이 
또 있을까요 ?
이번에는 경북의 다양한
레트로 여행지를 가져 와 봤는데요 ,
보기만 해도 가슴이 몽글몽글 해 지는
옛 추억들 ㅠ-ㅠ
경북투어패스를 통해 함께
여행해보는것은 어떨까요 ?
https://gbtourpass.kr/Tourpass"
710,
711,"우리 민족 역사의 아픔 6.25를 맞이하여 영천전투의 의미를 되짚어 볼 수 있는 영천전투메모리얼파크에 아이들과 함께 다녀왔습니다.
6월 13일 임시 개장하여 9월 중순 정식 개장 전까지는 무료 개방이라고 하니 알뜰한 여행하시고 싶으시다면 여기 한번 다녀와 보셔도 좋을 것 같습니다!"
712,영천전투가 기념되어야 할 이유로는 6.25전쟁 당시 영천이 적에게 일시 점령되자 위기사항으로 인지하고 육군본부와 미 8군 사령부가 부산으로 이동한 것은 영천의 중요성을 잘 보여주고 있습니다. 영천이 돌파될 위기에 처하자 미국은 한국을 한때 포기하겠다고 검토하고 대한민국 정부와 군대 그리고 62만 명을 미국령인 서모아도에 재배치해 신 한국을 창설하겠다는 계획을 승인까지 했다고 합니다.
713,"입구로 들어가면 지하 1층인데요
왼쪽으로 강당이 있는데 강당에서 영천전투의 중요성 그리고 영천의 호국역사 영상을 무료로 상영해 줍니다.
호국보훈의 달 6월을 맞아 방문하기에 참 의미 있는 곳이었습니다."
714,"3층부터 내려오면서 관람하기로 합니다.
맨 위층으로 올라가면 영천지구 전적비와 무공수훈 국가 유공자비가 있습니다.
나라를 지킨 영웅들을 위해 잠시 묵념의 시간을 가져도 좋겠습니다."
715,"2층은 전망대가 있었습니다. 영천 시내를 한눈에 내려다볼 수 있고 조망 안내판도 있어서
어디에 충혼탑이 있고 영천지구 전승비가 있는지 확인할 수 있었습니다."
716,"1층으로 내려오면 한눈에 보는 영천지구 전투에 대한 맵핑 입체영상을 볼 수 있습니다.
1950년 9월 5일~ 9월 13일
북한군 제2군단은 8월 공세에서 구미~다부~대구 축선에 대한 공격이 실패하자, 8월 20일 예하의 제15사단을 의성을 거쳐 영천동 북방 입압리로 이동시켜 공격을 준비하였습니다.
영천이 북한군에 점령될 경우 국군 제1군단과 제2군단이 분리되고 낙동강 동서 보급로가 차단됨은 물론, 북한군이 대구방면으로 진출하면 왜관과 다부동 일대 국군과 미군 후방 방어선이 차단됨으로써 낙동강 방어선 전체가 위험에 처하게 되고, 적이 경주 방면으로 진출해 북한군 제12사단이 합세할 경우 부산이 위협을 받을 수 있는 위급한 상황이었습니다. 전열을 정비한 국군 제8사단은 9월 6일부터 9월 8일까지 북한군 제15사단과 빼앗고 빼앗기는 치열한 시가전을 전개하여 승리를 쟁취함으로써 국군은 낙동강 전선 동부 방어에 성공한 반면, 북한군은 9월 공세에 실패하고 제15사단이 전선에서 후퇴하게 되었습니다. 영천전투의 의의는 국군 단독으로 전개한 반격작전의 성공으로 낙동강 방어선을 지킨 것은 물론 국군이 6.25전쟁의 전세를 수세에서 공세로 전환하는 계기가 되었다고 합니다."
717,"1950 영천 대혈투 속으로 전시관이 있습니다.
입구부터가 비장한 국군의 형상으로 문으로 되어 있는데요
내부는 정말 잘 꾸며 놓았답니다.
09:00~18:00까지 개장하면 오후 5시까지 입장할 수 있습니다."
